vgeneration,pair,round_actions,payoffs,reasoning_A,reasoning_B,score_A,score_B
1,Agent_25-Agent_41,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,30,12
1,Agent_26-Agent_42,C-C,3-3,Tit-for-Tat: starting with cooperation,Tit-for-Tat: starting with cooperation,30,12
1,Agent_27-Agent_43,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",30,12
1,Agent_28-Agent_44,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,30,12
1,Agent_29-Agent_45,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,30,12
1,Agent_30-Agent_46,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,30,12
1,Agent_31-Agent_47,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,10,4
1,Agent_32-Agent_48,D-D,1-1,Always Defect strategy,Always Defect strategy,10,4
1,Agent_25-Agent_49,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,33,12
1,Agent_26-Agent_50,C-C,3-3,Tit-for-Tat: starting with cooperation,Tit-for-Tat: starting with cooperation,33,12
1,Agent_27-Agent_51,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",33,12
1,Agent_28-Agent_52,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,33,12
1,Agent_29-Agent_53,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,33,12
1,Agent_30-Agent_54,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,33,12
1,Agent_31-Agent_55,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,11,4
1,Agent_32-Agent_56,D-D,1-1,Always Defect strategy,Always Defect strategy,11,4
1,Agent_25-Agent_57,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,36,12
1,Agent_26-Agent_58,C-C,3-3,Tit-for-Tat: starting with cooperation,Tit-for-Tat: starting with cooperation,36,12
1,Agent_27-Agent_59,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",36,12
1,Agent_28-Agent_60,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,36,12
1,Agent_29-Agent_61,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,36,12
1,Agent_30-Agent_62,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,36,12
1,Agent_31-Agent_63,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,12,4
1,Agent_32-Agent_64,D-D,1-1,Always Defect strategy,Always Defect strategy,12,4
1,Agent_33-Agent_1,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,15,39
1,Agent_34-Agent_2,C-C,3-3,Tit-for-Tat: starting with cooperation,Tit-for-Tat: starting with cooperation,15,39
1,Agent_35-Agent_3,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",15,39
1,Agent_36-Agent_4,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,15,39
1,Agent_37-Agent_5,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,15,39
1,Agent_38-Agent_6,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,15,39
1,Agent_39-Agent_7,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,5,13
1,Agent_40-Agent_8,D-D,1-1,Always Defect strategy,Always Defect strategy,5,13
1,Agent_33-Agent_9,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,18,39
1,Agent_34-Agent_10,C-C,3-3,Tit-for-Tat: starting with cooperation,Tit-for-Tat: starting with cooperation,18,39
1,Agent_35-Agent_11,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",18,39
1,Agent_36-Agent_12,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,18,39
1,Agent_37-Agent_13,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,18,39
1,Agent_38-Agent_14,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,18,39
1,Agent_39-Agent_15,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,6,13
1,Agent_40-Agent_16,D-D,1-1,Always Defect strategy,Always Defect strategy,6,13
1,Agent_33-Agent_17,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,21,39
1,Agent_34-Agent_18,C-C,3-3,Tit-for-Tat: starting with cooperation,Tit-for-Tat: starting with cooperation,21,39
1,Agent_35-Agent_19,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",21,39
1,Agent_36-Agent_20,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,21,39
1,Agent_37-Agent_21,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,21,39
1,Agent_38-Agent_22,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,21,39
1,Agent_39-Agent_23,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,7,13
1,Agent_40-Agent_24,D-D,1-1,Always Defect strategy,Always Defect strategy,7,13
1,Agent_33-Agent_25,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,24,39
1,Agent_34-Agent_26,C-C,3-3,Tit-for-Tat: starting with cooperation,Tit-for-Tat: starting with cooperation,24,39
1,Agent_35-Agent_27,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",24,39
1,Agent_36-Agent_28,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,24,39
1,Agent_37-Agent_29,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,24,39
1,Agent_38-Agent_30,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,24,39
1,Agent_39-Agent_31,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,8,13
1,Agent_40-Agent_32,D-D,1-1,Always Defect strategy,Always Defect strategy,8,13
1,Agent_33-Agent_33,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,30,30
1,Agent_34-Agent_34,C-C,3-3,Tit-for-Tat: starting with cooperation,Tit-for-Tat: starting with cooperation,30,30
1,Agent_35-Agent_35,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",30,30
1,Agent_36-Agent_36,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,30,30
1,Agent_37-Agent_37,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,30,30
1,Agent_38-Agent_38,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,30,30
1,Agent_39-Agent_39,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,10,10
1,Agent_40-Agent_40,D-D,1-1,Always Defect strategy,Always Defect strategy,10,10
1,Agent_33-Agent_41,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,33,15
1,Agent_34-Agent_42,C-C,3-3,Tit-for-Tat: starting with cooperation,Tit-for-Tat: starting with cooperation,33,15
1,Agent_35-Agent_43,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",33,15
1,Agent_36-Agent_44,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,33,15
1,Agent_37-Agent_45,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,33,15
1,Agent_38-Agent_46,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,33,15
1,Agent_39-Agent_47,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,11,5
1,Agent_40-Agent_48,D-D,1-1,Always Defect strategy,Always Defect strategy,11,5
1,Agent_33-Agent_49,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,36,15
1,Agent_34-Agent_50,C-C,3-3,Tit-for-Tat: starting with cooperation,Tit-for-Tat: starting with cooperation,36,15
1,Agent_35-Agent_51,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",36,15
1,Agent_36-Agent_52,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,36,15
1,Agent_37-Agent_53,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,36,15
1,Agent_38-Agent_54,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,36,15
1,Agent_39-Agent_55,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,12,5
1,Agent_40-Agent_56,D-D,1-1,Always Defect strategy,Always Defect strategy,12,5
1,Agent_33-Agent_57,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,39,15
1,Agent_34-Agent_58,C-C,3-3,Tit-for-Tat: starting with cooperation,Tit-for-Tat: starting with cooperation,39,15
1,Agent_35-Agent_59,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",39,15
1,Agent_36-Agent_60,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,39,15
1,Agent_37-Agent_61,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,39,15
1,Agent_38-Agent_62,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,39,15
1,Agent_39-Agent_63,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,13,5
1,Agent_40-Agent_64,D-D,1-1,Always Defect strategy,Always Defect strategy,13,5
1,Agent_41-Agent_1,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,18,42
1,Agent_42-Agent_2,C-C,3-3,Tit-for-Tat: starting with cooperation,Tit-for-Tat: starting with cooperation,18,42
1,Agent_43-Agent_3,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",18,42
1,Agent_44-Agent_4,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,18,42
1,Agent_45-Agent_5,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,18,42
1,Agent_46-Agent_6,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,18,42
1,Agent_47-Agent_7,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,6,14
1,Agent_48-Agent_8,D-D,1-1,Always Defect strategy,Always Defect strategy,6,14
1,Agent_41-Agent_9,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,21,42
1,Agent_42-Agent_10,C-C,3-3,Tit-for-Tat: starting with cooperation,Tit-for-Tat: starting with cooperation,21,42
1,Agent_43-Agent_11,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",21,42
1,Agent_44-Agent_12,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,21,42
1,Agent_45-Agent_13,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,21,42
1,Agent_46-Agent_14,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,21,42
1,Agent_47-Agent_15,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,7,14
1,Agent_48-Agent_16,D-D,1-1,Always Defect strategy,Always Defect strategy,7,14
1,Agent_41-Agent_17,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,24,42
1,Agent_42-Agent_18,C-C,3-3,Tit-for-Tat: starting with cooperation,Tit-for-Tat: starting with cooperation,24,42
1,Agent_43-Agent_19,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",24,42
1,Agent_44-Agent_20,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,24,42
1,Agent_45-Agent_21,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,24,42
1,Agent_46-Agent_22,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,24,42
1,Agent_47-Agent_23,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,8,14
1,Agent_48-Agent_24,D-D,1-1,Always Defect strategy,Always Defect strategy,8,14
1,Agent_41-Agent_25,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,27,42
1,Agent_42-Agent_26,C-C,3-3,Tit-for-Tat: starting with cooperation,Tit-for-Tat: starting with cooperation,27,42
1,Agent_43-Agent_27,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",27,42
1,Agent_44-Agent_28,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,27,42
1,Agent_45-Agent_29,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,27,42
1,Agent_46-Agent_30,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,27,42
1,Agent_47-Agent_31,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,9,14
1,Agent_48-Agent_32,D-D,1-1,Always Defect strategy,Always Defect strategy,9,14
1,Agent_41-Agent_33,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,30,42
1,Agent_42-Agent_34,C-C,3-3,Tit-for-Tat: starting with cooperation,Tit-for-Tat: starting with cooperation,30,42
1,Agent_43-Agent_35,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",30,42
1,Agent_44-Agent_36,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,30,42
1,Agent_45-Agent_37,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,30,42
1,Agent_46-Agent_38,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,30,42
1,Agent_47-Agent_39,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,10,14
1,Agent_48-Agent_40,D-D,1-1,Always Defect strategy,Always Defect strategy,10,14
1,Agent_41-Agent_41,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,36,36
1,Agent_42-Agent_42,C-C,3-3,Tit-for-Tat: starting with cooperation,Tit-for-Tat: starting with cooperation,36,36
1,Agent_43-Agent_43,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",36,36
1,Agent_44-Agent_44,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,36,36
1,Agent_45-Agent_45,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,36,36
1,Agent_46-Agent_46,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,36,36
1,Agent_47-Agent_47,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,12,12
1,Agent_48-Agent_48,D-D,1-1,Always Defect strategy,Always Defect strategy,12,12
1,Agent_41-Agent_49,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,39,18
1,Agent_42-Agent_50,C-C,3-3,Tit-for-Tat: starting with cooperation,Tit-for-Tat: starting with cooperation,39,18
1,Agent_43-Agent_51,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",39,18
1,Agent_44-Agent_52,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,39,18
1,Agent_45-Agent_53,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,39,18
1,Agent_46-Agent_54,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,39,18
1,Agent_47-Agent_55,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,13,6
1,Agent_48-Agent_56,D-D,1-1,Always Defect strategy,Always Defect strategy,13,6
1,Agent_41-Agent_57,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,42,18
1,Agent_42-Agent_58,C-C,3-3,Tit-for-Tat: starting with cooperation,Tit-for-Tat: starting with cooperation,42,18
1,Agent_43-Agent_59,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",42,18
1,Agent_44-Agent_60,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,42,18
1,Agent_45-Agent_61,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,42,18
1,Agent_46-Agent_62,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,42,18
1,Agent_47-Agent_63,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,14,6
1,Agent_48-Agent_64,D-D,1-1,Always Defect strategy,Always Defect strategy,14,6
1,Agent_49-Agent_1,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,21,45
1,Agent_50-Agent_2,C-C,3-3,Tit-for-Tat: starting with cooperation,Tit-for-Tat: starting with cooperation,21,45
1,Agent_51-Agent_3,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",21,45
1,Agent_52-Agent_4,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,21,45
1,Agent_53-Agent_5,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,21,45
1,Agent_54-Agent_6,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,21,45
1,Agent_55-Agent_7,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,7,15
1,Agent_56-Agent_8,D-D,1-1,Always Defect strategy,Always Defect strategy,7,15
1,Agent_49-Agent_9,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,24,45
1,Agent_50-Agent_10,C-C,3-3,Tit-for-Tat: starting with cooperation,Tit-for-Tat: starting with cooperation,24,45
1,Agent_51-Agent_11,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",24,45
1,Agent_52-Agent_12,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,24,45
1,Agent_53-Agent_13,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,24,45
1,Agent_54-Agent_14,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,24,45
1,Agent_55-Agent_15,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,8,15
1,Agent_56-Agent_16,D-D,1-1,Always Defect strategy,Always Defect strategy,8,15
1,Agent_49-Agent_17,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,27,45
1,Agent_50-Agent_18,C-C,3-3,Tit-for-Tat: starting with cooperation,Tit-for-Tat: starting with cooperation,27,45
1,Agent_51-Agent_19,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",27,45
1,Agent_52-Agent_20,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,27,45
1,Agent_53-Agent_21,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,27,45
1,Agent_54-Agent_22,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,27,45
1,Agent_55-Agent_23,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,9,15
1,Agent_56-Agent_24,D-D,1-1,Always Defect strategy,Always Defect strategy,9,15
1,Agent_49-Agent_25,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,30,45
1,Agent_50-Agent_26,C-C,3-3,Tit-for-Tat: starting with cooperation,Tit-for-Tat: starting with cooperation,30,45
1,Agent_51-Agent_27,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",30,45
1,Agent_52-Agent_28,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,30,45
1,Agent_53-Agent_29,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,30,45
1,Agent_54-Agent_30,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,30,45
1,Agent_55-Agent_31,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,10,15
